SID,Age,Sex,Language,Exclude,Exclude_reason,Knower_level,Condition,Task,Trial_number,Task_item,Response,Correct,Counting/Number language,Notes,Counting_validate,Num_lang
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,How Many,NA,Num_counted_to,10,1,NA,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,How Many,NA,Answer_how_many,10,1,NA,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,How Many,NA,Num_objects_correctly_counted,10,NA,NA,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Highest count,NA,Raw_string,"1-12, 14, 16, 17, 18",NA,NA,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Highest count,NA,Highest_count,12,NA,NA,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,1,3,3,1,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,2,4,4,1,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,3,5,5,1,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,4,6,6,1,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,5,9,9,1,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,6,7,8,0,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_4,4.101300479,M,English,0,,CP,NONIDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,Training,1,1,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,2,4,4,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,3,10,11,0,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,4,8,9,0,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Parallel,5,6,6,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,1,4,5,0,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,3,8,8,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,4,10,11,0,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Orthogonal,5,6,6,1,0,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Score,3,NA,NA,"exp. error, used the 6 board ",,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Num_counted_to,6,0,NA,"exp. error, used the 6 board ",,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Answer_how_many,6,0,NA,"exp. error, used the 6 board ",,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Num_objects_correctly_counted,6,NA,NA,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Highest count,NA,Raw_string,1...19,NA,NA,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Highest count,NA,Highest_count,19,NA,NA,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,1,3,3,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,2,4,4,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,3,5,5,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,4,6,6,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,5,9,9,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,6,7,7,1,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,7,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,8,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,9,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,10,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,11,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,12,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,13,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,14,NA,NA,NA,,,,
one-one_5,5.338809035,F,English,1,Too old,CP,IDENTICAL,Give_N,15,NA,NA,NA,,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,Training,1,10,0,0,gave feedback to show correct match ,0,0
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,Training,2,2,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,1,3,3,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,2,4,4,1,1,counting under breath,1,0
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,3,10,12,0,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,4,8,7,0,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Parallel,5,6,6,1,1,counting as placed fish ,1,0
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,Training,1,1,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,Training,2,2,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,1,4,4,1,1,"put 5 at first, counted after placed and then fixed",1,0
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,2,3,3,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,3,8,7,0,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,4,10,11,0,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Orthogonal,5,6,6,1,0,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Score,3,NA,NA,"exp. error, used the 6 board ",,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Num_counted_to,6,0,NA,"exp. error, used the 6 board ",,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Answer_how_many,6,0,NA,"exp. error, used the 6 board ",,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,How Many,NA,Num_objects_correctly_counted,6,NA,,,,
one-one_6,6.031485284,F,English,1,Too old,CP,IDENTICAL,Highest count,NA,Raw_string,1...79,NA,,,,
